direccion,placa,vigente
CALLE LITERATURA (LA) 32,8729,False
CTRA MURCIA 5,8519,True
CALLE VALLADOLID 0,7800,True
CALLE CARMELITAS 13,6627,True
PLAZA SANTA TERESA DE JESUS JORNET 1,7358,True
CALLE TARRASA 7,8325,False
PLAZA PERIODISTA ANTONIO ANDUJAR 6,7870,True
PLAZA PERIODISTA ANTONIO ANDUJAR 6,9906,True
CALLE CORDOBA 4,8027,True
CALLE CALATRAVA 44,4689,True
CALLE ALCALDE CONANGLA 38,,True
CALLE BADAJOZ 65,8279,True
AVDA ROSALIND FRANKLIN 0,9423,True
CALLE ROSALIA DE CASTRO 0,8789,False
CALLE CALATRAVA 55,8879,True
CALLE CALATRAVA 53,10578,False
CALLE CALATRAVA 51,1721,False
CALLE JOSE ECHEGARAY 0,10505,False
CALLE CALATRAVA 49,8979,False
CALLE ANTIGONA 1,6327,False
CALLE OLMO 3,10176,True
CALLE ANTIGONA 0,8288,False
CALLE CORDOBA 51,7650,True
CALLE ANTIGONA 3,6365,False
CALLE CORDOBA 42,5481,False
CALLE PARAGUAY 0,6664,False
CALLE CORDOBA 12,10096,False
CALLE ALBASIT 4,7753,False
CALLE LUGO 7,4897,True
CALLE ALMERIA 54,6357,False
CALLE PARAGUAY 9,7956,False
CALLE SANTIAGO RUSIÑOL 46,5645,False
CALLE SANTIAGO RUSIÑOL 64,9779,False
AVDA ARTE (EL) 78,10281,False
CALLE CRISTOBAL PEREZ PASTOR 114,10630,True
CALLE BAILEN 50,8482,False
CALLE JUAN SEBASTIAN ELCANO 0,1793,True
CALLE CRISTOBAL PEREZ PASTOR 7,10383,True
CALLE MUÑOZ SECA 0,6528,True
CALLE CONCEPCION ARENAL 0  7-9,10723,True
CALLE JOSE ECHEGARAY 44,7084,False
PSAJE QUITO 2,7384,True
PSAJE QUITO 6,8182,True
AVDA AGUAS NUEVAS (SANTA ANA) 8,,False
PASEO CIENCIAS (LAS) 20,10280,False
CALLE QUIMICA (LA) 4,8543,False
CALLE LUIS VIVES 25,9334,True
CALLE CACERES 15,4873,False
CALLE VELARDE 33,2929,True
CALLE VASCO NUÑEZ DE BALBOA 0,7833,True
CALLE QUEVEDO 49,6341,True
AVDA ARTE (EL) 36,10022,False
CALLE TEODORO CAMINO 33,7688,True
CALLE JOSE ECHEGARAY 61,5055,False
CALLE BLASCO DE GARAY 35,10456,True
CALLE ARADO 45,8744,False
CALLE CASAS IBAÑEZ 19,10509,True
CALLE MARIANA PINEDA 15,5983,True
CALLE TINTE 3 D,5137,True
CALLE ANDORRA 2,,True
CALLE CORUÑA 0,5010,False
CALLE JUAN SEBASTIAN ELCANO 49,7836,True
CALLE GRACIA 26,2989,True
CALLE BATALLA DEL SALADO 45,2452,True
CALLE RAMON CASAS 18,7794,True
CLLON TEATRO CIRCO 1,7330,True
CALLE ESPLIEGO 0  S/N SOBRE EL Nº3,9611,True
CALLE OCTAVIO CUARTERO 26,7811,True
CALLE QUIMICA (LA) 18,,False
CALLE INSULA BARATARIA 5,8204,False
CALLE LUIS BADIA 46,2928,True
CALLE BADAJOZ 49,1480,False
CALLE GAONA 4,10747,True
CALLE IBAÑEZ IBERO 11  SOTANO,8627,True
CALLE MARIANA PINEDA 1,10633,True
CALLE IBAÑEZ IBERO 11  BAJO,8628,True
CALLE TEODORO CAMINO 25,7048,True
CALLE ALBACETE (SALOBRAL (EL)) 8,,False
CALLE FRANCISCO JAVIER DE MOYA 33,4234,True
CALLE AMADIS DE GAULA 16,8745,True
CALLE QUIMICA (LA) 22,10166,False
CALLE PONTEVEDRA 18,7764,True
CALLE MANUEL DE FALLA 31,5474,False
CALLE QUIMICA (LA) 9,10152,False
CALLE SALVADOR (EL) 0,7081,True
CALLE CRISTOBAL PEREZ PASTOR 3,9809,True
CALLE SALAMANCA 0,7073,True
CTRA PEÑAS (LAS) (SALOBRAL (EL)) 4,,False
CALLE JOAQUIN QUIJADA 49,10789,True
CALLE CORDOBA 0,9869,True
CALLE DOCTOR FERRAN 88,2066,True
CALLE ALMANSA 1,8185,True
CALLE CARRETERA DE JAEN 84,7055,True
CALLE MONTESA 17,8357,False
CALLE ORTUÑO 18,9714,True
CALLE MARIANA PINEDA 40,7594,True
CALLE INFORMATICA (LA) 39,,False
PSAJE FONDA DEL RELOJ 0,9491,True
PSAJE ROSALES 4,2710,True
CALLE MELCHOR DE MACANAZ 15,9092,True
CALLE DERECHO (EL) 0,10060,False
CALLE DERECHO (EL) 61,8731,False
CALLE MARZO 31,10177,True
CALLE BLASCO IBAÑEZ 48,8895,True
CALLE ALICANTE 1,5536,True
PASEO CIRCUNVALACION (DE) 33,7946,True
CALLE DOCTOR COLLADO PIÑA 2,1912,True
CALLE FILIPINAS 6,10402,True
AVDA MANCHA (LA) 0  S/N,9026,True
CALLE DOCTOR COLLADO PIÑA 16,2550,True
CALLE JOSE ESTRAÑI 3,,False
CALLE CAMINO DE LA VIRGEN 41,1817,True
CALLE BILBAO 30,5257,True
CALLE LITERATURA (LA) 0  ENTRE 35 Y 37,8573,True
CALLE SAN JUAN DE DIOS (SALOBRAL (EL)) 1,8150,False
CALLE GUZMAN EL BUENO 0,6501,True
CALLE SANTIAGO RUSIÑOL 59,8152,True
CALLE SANTIAGO RUSIÑOL 59,8151,True
CALLE SANTIAGO RUSIÑOL 51,9641,True
CALLE SANTIAGO RUSIÑOL 51,9642,True
CALLE SANTIAGO RUSIÑOL 45,9568,False
CALLE SANTIAGO RUSIÑOL 45,9530,False
CALLE CACERES 48,7412,False
CALLE CACERES 45,8309,True
CALLE MELCHOR DE MACANAZ 1,6654,True
CALLE URUGUAY 0,4241,False
CALLE BOLIVIA 5,8035,True
CALLE BADAJOZ 36,2327,False
CALLE CHILE 0  S/N,9020,False
CALLE CACERES 47,6897,False
CALLE URUGUAY 13,7297,False
CALLE URUGUAY 11,7696,False
CALLE CHILE 17,5819,False
CALLE CHILE 15,1608,False
CALLE CHILE 13,1607,False
CALLE CHILE 9,2643,False
CALLE BADAJOZ 0,1461,False
CALLE PARAISO 4,2652,False
CALLE PARAISO 6,7998,False
CALLE PARAISO 8,10565,False
CALLE PARAISO 14,1532,False
CALLE PARAISO 18,1496,False
CALLE COLOMBIA 16,9395,True
CALLE PARAISO 26,1520,False
CALLE PARAISO 32,6595,False
CALLE CARRETERA DE JAEN 86,6722,True
CALLE CORDOBA 12,6148,False
CALLE FERNAN PEREZ DE OLIVA 18,2780,False
CALLE BADAJOZ 37,7581,True
CALLE BADAJOZ 107,8640,True
CALLE EBRO 8 A,9996,True
CALLE BADAJOZ 79,6227,False
CALLE BADAJOZ 81,3110,False
CALLE MANZANOS 10,9784,False
CALLE CUATRO EVANGELISTAS 26,8644,False
CALLE MANZANOS 24,9078,False
CALLE TAREAS 7,7165,False
CALLE TOBA 10,9080,False
CALLE AGOSTO 9,7782,False
CALLE TOBA 20,8705,False
CALLE MANZANOS 17,9768,False
CALLE MANZANOS 7,8826,False
CALLE MILAGROS 2,7776,False
CALLE TOBA 9,8686,False
CALLE TOBA 5,9671,False
CALLE TOBA 1,9997,True
CALLE MONTE MAYOR 2,8723,False
CALLE ACANTILADO 24,9872,False
CALLE DOCTOR COLLADO PIÑA 84,1231,True
CALLE DOCTOR COLLADO PIÑA 86,276,True
CALLE DOCTOR COLLADO PIÑA 88,217,True
CALLE LUIS BADIA 63,5305,True
CALLE LUIS BADIA 63,1296,True
CALLE LUIS BADIA 67,6679,True
CALLE PALMAS DE GRAN CANARIA (LAS) 25,226,True
CALLE LUIS BADIA 70,5382,True
CALLE LUIS BADIA 0,1221,True
CALLE RIOS ROSAS 95,4113,True
CALLE ROCINANTE 0,9558,True
CALLE RIOS ROSAS 85,1230,True
CALLE ARQUITECTO VANDELVIRA 45,188,True
CALLE TORRES QUEVEDO 86,8438,True
CALLE CORNEJO 24,6830,True
CALLE ARQUITECTO VANDELVIRA 39,1006,True
CALLE ARQUITECTO VANDELVIRA 29,663,True
CALLE DOCTOR COLLADO PIÑA 74,675,True
CALLE DOCTOR COLLADO PIÑA 76,223,True
CALLE DOCTOR COLLADO PIÑA 78,8086,True
CALLE DOCTOR COLLADO PIÑA 80,7303,True
CALLE DOCTOR COLLADO PIÑA 90,409,True
CALLE TORRES QUEVEDO 75,9955,True
CALLE TORRES QUEVEDO 71,135,True
CALLE TENERIFE 0,5356,False
CALLE TORRES QUEVEDO 92,1921,True
CALLE LUIS BADIA 48,319,True
CALLE LUIS BADIA 52,8159,True
CALLE CONCEJAL PRIETO ROJAS 9,2481,False
CALLE GERONA 13,9244,False
CALLE LUIS BADIA 0,3986,True
CALLE LUIS BADIA 57,9388,True
CALLE LUIS BADIA 49,10567,True
CALLE LUIS BADIA 47,10553,True
CALLE TAREAS 3,7362,False
CALLE BOTICARIOS 6,7618,True
CALLE ARADO 41,8569,True
PLAZA MIGUEL ANGEL BLANCO 5,10036,True
CALLE PUERTA DE MURCIA 21,2050,True
CALLE JUANA DE ARCO 3,,True
CALLE JESUS DEL GRAN PODER 3,9487,True
TRVA JESUS DEL GRAN PODER 0,9490,False
CALLE CORNEJO 11,9500,True
CALLE MANZANOS 21,8220,False
CALLE MALAGA 17,9484,False
CALLE ARQUITECTO FERNANDEZ 37,7139,True
CALLE FEDERICO GARCIA LORCA 17,10185,True
CALLE HERNAN CORTES 25,8323,True
CALLE CARRETERA DE JAEN 9,7415,True
CALLE INSULA BARATARIA 1,8259,True
CALLE GRANADA 41,8132,True
CALLE FERNAN PEREZ DE OLIVA 22,6025,False
CALLE AGUJA 0,8125,True
CALLE AGUJA 9,8339,False
CALLE CACERES 5,10387,False
CALLE SANTO DOMINGO DE GUZMAN 8,7802,True
CALLE DOCTOR FERRAN 36,7671,True
CALLE MIGUEL LOPEZ DE LEGAZPI 23,9397,True
CALLE LUIS ROSALES 0,2779,True
CALLE ROCINANTE 17,8677,False
AVDA ARTE (EL) 27,,False
CALLE HISTORIA (LA) 26,8675,False
CALLE ABANICO 0,8727,False
CALLE LERIDA 30,7312,False
CALLE QUIMICA (LA) 8,10164,False
CALLE ACUARIO 26,5364,False
CALLE ROSALIA DE CASTRO 0,7816,False
CALLE HISTORIA (LA) 30,9850,False
CALLE GRANADA 13,,False
CALLE QUEVEDO 62,7864,True
CALLE AGOSTO 23,8878,False
CALLE AGOSTO 22,9590,True
AVDA GUARDIA CIVIL (ALBACETE) 0  23-25,10720,True
CALLE BENDICION DE LOS CAMPOS 15,8710,False
CALLE MARIANA PINEDA 44,9246,True
CALLE PADRE PASCUAL SUAREZ 22,8169,True
CALLE BAILEN 3,7466,False
CALLE FATIMA 33,10463,True
CALLE LUIS VIVES 0,6172,True
AVDA RAMON Y CAJAL 34,1764,True
CALLE PEDRO COCA 89,1059,True
CALLE MANUEL DE FALLA 29  31,4407,True
CALLE LERIDA 29,6701,False
CALLE AVILA 20,7960,True
AVDA RAMON Y CAJAL 11,1505,True
. CAMPOLLANO COMPLEJO INDUSTRIAL (BACARI,6067,True
CALLE RICARDO CASTRO 10,9723,True
CALLE RICARDO CASTRO 12,9819,True
CALLE ARQUITECTO FERNANDEZ 5,,True
PLAZA SANTA TERESA DE JESUS JORNET 0  C/,7788,True
CALLE MAGALLANES 1,3366,False
PSAJE BALSAMO DE FIERABRAS (EL) 0,8522,True
CALLE CRISTOBAL COLON 18,4440,True
CALLE DOCTOR BONILLA 22,3783,True
CALLE GAONA 3,10736,True
CALLE FERNAN PEREZ DE OLIVA 31,10667,True
CALLE OBISPO TAGASTE 24,3006,False
CALLE FERNAN PEREZ DE OLIVA 31,9612,True
CALLE MARTINEZ IBAÑEZ 4,8337,True
CALLE HUELVA 8,9693,False
CALLE FEDERICO GARCIA LORCA 15,5664,True
AVDA GUSTAVO DORE 1,10770,False
CALLE BOLIVIA 1,8776,False
CALLE BADAJOZ 30,8775,False
CALLE QUIMICA (LA) 15,,False
CALLE SAN JOSE DE CALASANZ 12,10614,True
AVDA MANCHA (LA) 2,9625,True
AVDA ARTE (EL) 7,9923,False
CALLE HISTORIA (LA) 56,,False
CALLE PROFETA ELIAS 12  Y 14,8714,True
CALLE TAREAS 12,10580,False
CALLE INSULA BARATARIA 19,8664,False
CALLE NAVAJA 10,8740,False
CALLE MANZANOS 22,,False
CALLE NUEVA 28,9937,True
CTRA VALENCIA 64,9324,True
CALLE CARMEN 35,7087,True
CALLE TEJARES 32,7786,True
CALLE TEJARES 40,5630,True
CALLE ARADO 35,8621,False
CALLE AMADIS DE GAULA 8,8687,False
CALLE AMADIS DE GAULA 10,8931,True
CALLE AMADIS DE GAULA 12,10768,False
CALLE AMADIS DE GAULA 20,8680,True
CALLE INSULA BARATARIA 13,8814,False
CALLE INSULA BARATARIA 9,8649,False
CALLE ALONSO QUIJANO 14,9159,False
CALLE CONDESA TRIFALDI 14,8762,False
CALLE ROCINANTE 4,8797,False
CALLE ALDONZA 3,7388,True
AVDA GUSTAVO DORE 8,10739,False
CALLE MIGUEL LOPEZ DE LEGAZPI 9,7129,True
CALLE HERMANOS QUINTERO 17,9367,True
CLLON CAMPICO 5,,True
CALLE TINTE 44,5547,True
CALLE CID 17,9731,True
CALLE NICOLAS BELMONTE 8,6312,True
CALLE CORNEJO 7,9164,True
CALLE CORNEJO 14  -16,10582,True
CALLE LOZANO 24,9270,True
CALLE ORO 27,9173,True
CALLE SAN SEBASTIAN 22,6290,True
AVDA PRINCIPE (SANTA ANA) 27,5124,False
CALLE HERNAN CORTES 30,5708,True
AVDA RAMON Y CAJAL 49,9730,True
AVDA RAMON Y CAJAL 39,4784,True
CALLE SAN SEBASTIAN 20,10525,True
CALLE DIONISIO GUARDIOLA 45,2950,True
CALLE CACERES 18,10719,True
CALLE CACERES 0  JUNTO Nº 12,3891,False
CALLE JOAQUIN QUIJADA 4,9374,True
CALLE TORRES QUEVEDO 7 9,1981,True
CALLE CORDOBA 0,4634,False
CALLE CORDOBA 61,7459,False
CALLE MARIANA PINEDA 26,7523,True
CALLE MARIANA PINEDA 26,7522,True
CALLE LUIS BADIA 18,9792,True
CALLE MARTINETE 7,8914,True
CALLE ROSARIO 52,9100,True
CALLE DONANTES DE SANGRE 17,7891,True
CALLE PALMAS DE GRAN CANARIA (LAS) 14,1487,False
CALLE CADIZ 6,8946,True
CALLE BENDICION DE LOS CAMPOS 43,8753,True
CALLE HERMANOS VILLAR 29,4827,True
CALLE PROFETA ELIAS 6,10209,True
CALLE CID 29,6572,True
CALLE NUEVA 13,9527,True
AVDA TOREROS (LOS) 44,8455,True
CALLE MIGUEL SERVET 28,2420,False
CALLE HERREROS 20,10764,True
CALLE ALCARAZ 1,9079,True
CALLE TESIFONTE GALLEGO 22,4533,True
AVDA TOREROS (LOS) 3,10734,True
CALLE CRISTOBAL PEREZ PASTOR 53,3774,True
CALLE CUBA 18,9887,False
CALLE MIGUEL LOPEZ DE LEGAZPI 0,7831,True
CALLE LUIS VIVES 0,7942,True
CALLE PEREZ GALDOS 51,9459,True
CALLE FATIMA 21,856,True
CALLE FRANCISCO PIZARRO 4,2837,True
CALLE MARQUES DE VILLORES 5,8397,True
CALLE RICARDO CASTRO 5,9667,True
CALLE TINTE 22,5444,True
CALLE ALICANTE 14,10650,False
CALLE JORGE JUAN 3,4269,False
CALLE FEDERICO GARCIA LORCA 56,6345,True
CALLE JUAN SEBASTIAN ELCANO 8,10680,True
CALLE MARIANA PINEDA 36,,True
CALLE MARIANA PINEDA 36,10675,True
CALLE LUIS BADIA 2,9126,True
CALLE FERIA 68,10611,True
CALLE ARCIPRESTE GALVEZ 16,6048,True
PLAZA CARRETAS 7,338,True
CALLE CONCEPCION 31,,True
AVDA GUSTAVO DORE 7,8593,True
CALLE CRUZ 12,1973,True
PSAJE POSADA DEL RINCON 3,7741,True
CALLE SAN AGUSTIN 33,4565,True
CALLE SAN AGUSTIN 31,6120,True
CALLE VICTOR HUGO 3,5580,True
CALLE HERREROS 49,10678,True
CALLE HERREROS 2,9393,True
CALLE ZARAGOZA 21,1105,False
CALLE ZARAGOZA 21,4135,True
CALLE ROA EROSTARBE 7,1171,False
CALLE VELARDE 42,8083,True
CALLE GRANADA 62,4175,True
CALLE TERUEL 35,7327,False
CALLE GRANADA 53,1214,False
CALLE SAN JOSE (ARGAMASON) 8,,False
CALLE CANALES (ARGAMASON) 8,,False
CALLE GRANADA 53,1822,True
CALLE ROA EROSTARBE 0,5048,True
CALLE GRANADA 53,2253,False
CALLE LUGO 27,8440,True
CALLE SANTIAGO 32,5011,False
CALLE ROA EROSTARBE 4,4607,True
CALLE MIGUEL SERVET 63,3516,False
CALLE SANTIAGO RUSIÑOL 18,6084,False
CALLE SANTIAGO 33,5934,False
CALLE SANTIAGO 54,2718,False
CALLE SANTIAGO 54,2932,False
CALLE SANTIAGO 60,4757,True
CALLE RODA (LA) 42,2135,True
CALLE ZARAGOZA 20,6267,True
CALLE DIONISIO GUARDIOLA 16,5512,True
CALLE ZARAGOZA 8,10700,False
CALLE ZARAGOZA 23,8001,True
CALLE RODA (LA) 50,10252,True
CALLE ZARAGOZA 15,10426,True
CALLE QUEVEDO 65,8155,True
CALLE QUEVEDO 65,8154,True
CALLE ROA EROSTARBE 4,10598,False
CALLE GRANADA 60,4703,False
CALLE GRANADA 53,2290,False
CALLE CUATRO EVANGELISTAS 25,8783,False
CALLE QUIMICA (LA) 3,10071,False
CALLE NUESTRA SEÑORA DE LA PAZ 0,6856,True
CALLE ROSARIO 97,10229,True
CALLE ORTUÑO 32,8213,True
CALLE NUEVA 31,7936,True
CALLE PARAISO 34,4810,False
CALLE VIRGEN DE CORTES 3,9603,True
CALLE RIOS ROSAS 1,5355,True
CALLE CARRETERA DE JAEN 118,7321,True
CALLE JOAQUIN QUIJADA 3,7792,True
CALLE DERECHO (EL) 16,9614,True
AVDA ESPAÑA 71,6298,True
CALLE MARQUES DE VILLORES 41,4815,True
CALLE CARMEN IBAÑEZ 12,8018,True
PASEO CUBA (LA) 4 *,1087,True
CALLE MARATON 72,9966,True
CALLE JESUS NAZARENO 0,7495,True
CALLE CARMEN IBAÑEZ 12,8017,True
CALLE MENDEZ NUÑEZ 0,4829,True
CALLE ALARCON 2,2820,True
CALLE MIGUEL LOPEZ DE LEGAZPI 19,8415,True
CALLE FERNAN PEREZ DE OLIVA 21,10491,True
CALLE SAN LUIS 14,3191,True
CALLE FERNAN PEREZ DE OLIVA 21,8077,False
CALLE SANTIAGO RUSIÑOL 47  PTA IZQ- SOTA,10674,False
CALLE SANTIAGO RUSIÑOL 47  PTA.DCHA. ENT,10673,False
CALLE PADRE JORGE LOPEZ 7,10129,True
CALLE JOSE CARBAJAL 15,10380,True
CALLE LUGO 0  CON CAMINO LA VIRGEN,10642,True
CALLE CRISTOBAL PEREZ PASTOR 86,7467,True
CALLE MIGUEL SERVET 30,8416,True
CALLE ALMERIA 43,3346,False
CALLE CARRETERA DE VALENCIA 2,6874,True
CALLE ROA EROSTARBE 0,8019,True
CALLE ROA EROSTARBE 9,4177,True
CALLE SAN PABLO 28,6614,False
CALLE SAN PABLO 24,5139,True
CALLE SAN PABLO 0,2960,False
CALLE SANTIAGO 44,7611,True
CALLE LUGO 0,9432,False
CALLE LUGO 0,8476,False
CALLE SANTIAGO 42,4981,True
CALLE SAN PABLO 13,7988,True
CALLE SAN PABLO 21,,False
CALLE SAN PABLO 19,6889,True
CALLE SAN PABLO 19,194,False
CALLE LOZANO 5,7784,True
CALLE CORNEJO 4,6452,True
CALLE JOAQUIN QUIJADA 1,4207,True
PSAJE ESCRITOR 0,1269,True
CALLE JOAQUIN QUIJADA 35,7086,True
PSAJE ESCRITOR 6,4145,True
CALLE DOCTOR FERRAN 34,2776,True
CALLE PONTEVEDRA 24,6778,False
PASEO CIRCUNVALACION (DE) 50,8604,True
PASEO CIRCUNVALACION (DE) 42,10250,True
PASEO CIRCUNVALACION (DE) 44,10470,True
CALLE SEMINARIO 4,7350,True
CALLE SEMINARIO 4,5640,False
CALLE CURSILLISTAS 0,9618,False
CALLE DESAMPARADOS BERRIO CAMPOS 0,8808,True
PLAZA MOLINOS (LOS) 0,8922,True
CALLE SALAMANCA 10,4537,True
CALLE VEREDA DE JAEN 56,8907,False
CALLE CADIZ 16,9727,False
CALLE MALAGA 6,8970,False
CALLE PANAMA 5,9958,True
CALLE CARRETERA DE JAEN 132,7468,True
CALLE FILIPINAS 16,1557,False
CALLE ESCRITOR BEN NASSIR 22,7052,False
CALLE MATEMATICAS (LAS) 6,10319,False
CALLE FEDERICO GARCIA LORCA 23,9036,True
CALLE ARADO 25,9963,False
CALLE MARIANA PINEDA 15 A,9957,True
CALLE CALATRAVA 0  48-50,10729,True
CALLE NICOLAS BELMONTE 6,10140,True
CALLE ORTUÑO 15,7555,False
CALLE CUATRO EVANGELISTAS 8,8147,False
CALLE REFRANES (LOS) 7,8661,True
CALLE ZURBARAN 1,7609,True
CALLE FRANKLIN ALBRICIAS 16,5242,True
CALLE CLAVILEÑO 20,8663,False
CALLE MAESTRO CHAPI 6,10698,True
CALLE PINO 9,9796,True
CALLE AGUJA 19,8036,False
PSAJE NICOLAU 0  ESQ. PASEO CIRCUNVALACI,10155,False
CALLE DOCTOR BELTRAN MATEOS 6,10384,True
CALLE ARCIPRESTE GALVEZ 2,6896,True
CALLE CURSILLISTAS 8,8597,True
CALLE MAYOR 52,4770,True
PASEO CIRCUNVALACION (DE) 101,1864,True
CALLE TINTE 35,4357,True
CALLE CRUZ 48,5202,True
CALLE SAN AGUSTIN 30,5030,True
CALLE SANTA QUITERIA 9  C/CORNEJO 1 Y 3,7701,True
CALLE DOCTOR FERRAN 75,6845,True
CALLE CORNEJO 28,8406,True
CALLE ORO 29,9177,True
CALLE PARRA 3,8920,True
CALLE JUAN DE TOLEDO 16,6825,True
CALLE CID 40,9620,True
CLLON SAN JOSE 0,5678,True
CALLE MAYOR 63,9999,True
CALLE GAONA 20,10214,True
PSAJE BUEN SUCESO 0,9360,False
CALLE CONCEJAL CASTILLO 4,4572,True
CALLE GAONA 9,7806,True
CALLE TINTE 38,1302,True
CALLE PEDRO COCA 4,6747,True
CALLE MADRES DE LA PLAZA DE MAYO 2,7477,True
CALLE OREGANO 0,9815,True
CALLE BERNABE CANTOS 29,4462,True
CALLE MARQUES DE MOLINS (SANTA ANA) 10,,False
CALLE FRANCISCANOS 17,5846,True
CALLE VIRREY MORCILLO 7,3706,True
CALLE SAN ANTONIO DE LA BARQUERA 6,1862,True
CALLE PIEDRA 0,10300,True
CALLE RAMON CASAS 14,5222,True
CALLE ARADO 58,8532,False
CALLE CID 3,9515,True
CALLE NICOLAS BELMONTE 2,270,True
CALLE MAESTRO VARELA 6,8355,True
CALLE ZARAGOZA 5,8356,True
CALLE MANUEL DE FALLA 3,8428,True
CALLE HONDURAS 10,4122,False
CALLE CERVANTES 29,9376,True
CALLE BLASCO DE GARAY 40,6954,True
CALLE LUIS BADIA 0,4841,True
CALLE ESTRELLA (DE LA) 26,4675,True
CALLE HERMANOS VILLAR 27,3411,True
CALLE ALBASIT 0,9137,True
CALLE CORDOBA 48,9136,False
CALLE HISTORIA (LA) 0  S/N,10348,False
CALLE CLAVILEÑO 22,7509,False
CALLE PARAISO 9,6727,False
CALLE SANTIAGO 5,8317,True
CALLE LITERATURA (LA) 1,10226,True
CALLE ARADO 74,,False
CALLE CUATRO EVANGELISTAS 10,8270,False
CALLE DERECHO (EL) 21,10089,False
CALLE ACUARIO 36,8366,False
CALLE ACUARIO 36,8478,False
CALLE SAN JUAN DE DIOS (SALOBRAL (EL)) 0,9157,False
CALLE VIÑAS (LAS) (EL SALOBRAL) 31,,False
CALLE ALBACETE (SALOBRAL (EL)) 24,,False
CALLE ALBACETE (SALOBRAL (EL)) 34,,False
CALLE ALBACETE (SALOBRAL (EL)) 36,,False
CALLE ALBACETE (SALOBRAL (EL)) 40,,False
CALLE ALBACETE (SALOBRAL (EL)) 48,,False
CTRA PEÑAS (LAS) (SALOBRAL (EL)) 43,,False
CTRA PEÑAS (LAS) (SALOBRAL (EL)) 33,,False
CTRA PEÑAS (LAS) (SALOBRAL (EL)) 34,,False
CALLE POZOS (LOS) (SALOBRAL (EL)) 41,,False
CALLE RAIMUNDO LULIO 6,7595,True
CALLE ARADO 17,8508,False
CALLE ARQUITECTURA 15,8114,False
CALLE NICOLAS BELMONTE 8,5655,True
CALLE CID 15,6522,True
CALLE CID 7,6578,True
CALLE SANTA QUITERIA 31,10139,True
CALLE CID 24,5906,True
CALLE HERREROS 10,9917,True
CALLE ANGEL 19,8778,True
CALLE PINO 3,3639,True
CALLE JOSE CARBAJAL 5,7620,True
CALLE FRANCISCO JAVIER DE MOYA 14,3969,False
CALLE BONIFACIO SOTOS OCHANDO 0,,False
CALLE CARRETERA DE VALENCIA 14,4245,True
CALLE FRANCISCO JAVIER DE MOYA 10,4026,False
CALLE BONIFACIO SOTOS OCHANDO 8,480,False
CALLE TARRAGONA 9,9106,True
CALLE FEDERICO GARCIA LORCA 26,4844,True
CALLE VASCO NUÑEZ DE BALBOA 32,6284,True
CALLE CARRETERA DE JAEN 106,7612,True
CALLE LOGROÑO 11,8898,True
CALLE FEDERICO GARCIA LORCA 58,2521,False
CALLE FEDERICO GARCIA LORCA 62,9214,True
CALLE TORRES QUEVEDO 62,5078,True
CALLE FRANCISCANOS 32,841,True
CALLE INSULA BARATARIA 3,8250,False
PASEO CUBA (LA) 23,8236,True
CALLE HERMANOS PINZON 5,8811,True
PASEO OLIVA SABUCO DE NANTES 32,6917,True
CALLE CIUDAD REAL 0,6915,True
CALLE HISTORIA (LA) 12,,False
CALLE ANTONIO MACHADO 71,5557,True
CALLE ONESIMO REDONDO (SANTA ANA) 10,,False
CALLE CALDEREROS 7,8129,True
CALLE OBISPO TAGASTE 50,9546,True
CALLE REPUBLICA DOMINICANA 0,1197,False
CALLE REPUBLICA DOMINICANA 2,8057,False
CALLE CARMEN 32,5773,True
CALLE MARIANA PINEDA 44,5552,True
CALLE MARIANA PINEDA 46,5967,True
PASEO CUBA (LA) 12,5013,True
CALLE GUADALAJARA 0,6054,True
CALLE SAN ANTONIO 8,6126,True
CALLE SAN ANTONIO 39,4041,True
CALLE TORRES QUEVEDO 18,9804,True
CALLE FRANCISCANOS 53,5914,True
CALLE DIONISIO ACEBAL 18,4831,True
CALLE FATIMA 12,1913,True
CALLE CARRETERA DE VALENCIA 26,4133,True
CALLE ROSARIO 71,621,True
CALLE SAN BLAS (ABUZADERAS) 0,,False
PSAJE ORIENTE 10,6460,True
CALLE ANTONIO CUEVAS BELMONTE 1,1010,False
PSAJE ORIENTE 3,6068,True
CALLE DONANTES DE SANGRE 19,9649,True
CTRA MADRID 1,1611,True
AVDA 1 DE MAYO 15,8788,False
CALLE PAZ (LA) 63 6,8252,True
CALLE CORDOBA 7,10809,False
CALLE MAGALLANES 3,8679,False
CALLE HONDURAS 0,8870,True
CALLE HONDURAS 0  S/N,10377,False
CALLE PERU 0,1858,False
CALLE ALAMO 21,4782,False
CALLE RAMON CASAS 24,7902,True
CALLE CLARA CAMPOAMOR 4,7943,False
CALLE LUIS ROSALES 9,10358,True
CALLE CARRETERA DE JAEN 30,7775,True
CALLE LLANOS NAVARRO BALLESTEROS 9,10327,False
CALLE LLANOS NAVARRO BALLESTEROS 11,10335,False
CALLE AMADIS DE GAULA 0,10354,False
CALLE MAYOR (SALOBRAL (EL)) 24,,False
CALLE VELARDE 15  A,10549,True
CALLE FATIMA 37  VELARDE/FATIMA,8025,True
CALLE CARRETERA PEÑAS DE SAN PEDRO 22,4212,True
CALLE VIRGEN DE LORETO 4,10218,False
CALLE DOCTOR FERRAN 5,7744,True
CALLE VIRGEN DESAMPARADOS 10,4557,True
CALLE GRANADA 54,1443,True
CLLON CAMPICO 6,8097,True
